epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,231.963,0.38664,0.35125,0.97946,0.4455,0.50677,0.47257,0.29436,1.5924,2.63675,2.19017,0.000343696,0.000343696,0.000343696
180,233.218,0.37399,0.33278,0.96366,0.59923,0.452,0.47769,0.2966,1.5679,2.63516,2.18412,0.000340947,0.000340947,0.000340947
181,234.448,0.38535,0.36368,0.9498,0.5607,0.48073,0.48198,0.29718,1.58909,2.60195,2.27101,0.000338198,0.000338198,0.000338198
182,235.697,0.37232,0.3298,0.98102,0.50081,0.51711,0.4871,0.2968,1.57847,2.55102,2.28304,0.000335449,0.000335449,0.000335449
183,236.982,0.39537,0.34301,0.96666,0.61597,0.48436,0.514,0.31763,1.60671,2.62656,2.30835,0.0003327,0.0003327,0.0003327
184,238.242,0.38785,0.35495,0.96766,0.62351,0.55275,0.5437,0.32582,1.64331,2.68404,2.2896,0.000329951,0.000329951,0.000329951
185,239.518,0.39673,0.40046,0.97072,0.6697,0.50156,0.54271,0.32003,1.60795,2.59216,2.26118,0.000327202,0.000327202,0.000327202
186,240.785,0.38682,0.35717,0.97554,0.69695,0.50904,0.54472,0.331,1.61408,2.44912,2.3026,0.000324453,0.000324453,0.000324453
187,242.019,0.36763,0.31693,0.93604,0.70082,0.51705,0.58437,0.32704,1.58569,2.38327,2.27698,0.000321705,0.000321705,0.000321705
188,243.28,0.37897,0.33208,0.94783,0.6963,0.52161,0.58152,0.33578,1.57394,2.31718,2.27075,0.000318956,0.000318956,0.000318956
189,244.549,0.34478,0.30198,0.9552,0.73848,0.53306,0.57301,0.34427,1.54983,2.36487,2.22571,0.000316207,0.000316207,0.000316207
190,245.789,0.39888,0.31499,0.96897,0.78144,0.52856,0.56506,0.3544,1.56527,2.43068,2.21053,0.000313458,0.000313458,0.000313458
191,247.041,0.36352,0.3456,0.95707,0.76953,0.51731,0.55958,0.34315,1.57363,2.39021,2.22633,0.000310709,0.000310709,0.000310709
192,248.307,0.36617,0.31534,0.94064,0.75042,0.52737,0.57496,0.35463,1.56236,2.34603,2.24782,0.00030796,0.00030796,0.00030796
193,249.557,0.36908,0.30104,0.95522,0.78466,0.51832,0.57725,0.36303,1.54631,2.31359,2.25627,0.000305211,0.000305211,0.000305211
194,250.827,0.36142,0.32006,0.97055,0.73685,0.51443,0.58918,0.36607,1.54203,2.33413,2.22872,0.000302462,0.000302462,0.000302462
195,252.092,0.36758,0.31706,0.96971,0.70719,0.50694,0.56981,0.35946,1.55648,2.43869,2.2043,0.000299713,0.000299713,0.000299713
196,253.325,0.32788,0.27714,0.91905,0.60212,0.50708,0.57077,0.34784,1.60562,2.5741,2.23348,0.000296964,0.000296964,0.000296964
197,254.587,0.37326,0.30608,0.94759,0.54551,0.50908,0.55084,0.33921,1.59851,2.63427,2.24608,0.000294216,0.000294216,0.000294216
198,255.863,0.35039,0.3082,0.93938,0.63738,0.48601,0.53057,0.34183,1.61024,2.67204,2.28523,0.000291467,0.000291467,0.000291467
199,257.094,0.37216,0.33831,0.96736,0.61143,0.48112,0.51648,0.32885,1.57609,2.62691,2.31742,0.000288718,0.000288718,0.000288718
200,258.389,0.32673,0.27466,0.93625,0.54928,0.5326,0.52438,0.33644,1.51657,2.59048,2.23027,0.000285969,0.000285969,0.000285969
201,259.655,0.37499,0.33577,0.96588,0.6515,0.47914,0.51849,0.33813,1.54587,2.65185,2.2335,0.00028322,0.00028322,0.00028322
202,260.877,0.31116,0.2778,0.92363,0.63478,0.49182,0.50986,0.34246,1.56395,2.70859,2.26967,0.000280471,0.000280471,0.000280471
203,262.182,0.31728,0.27112,0.93372,0.58397,0.50196,0.49647,0.33415,1.59709,2.76527,2.32314,0.000277722,0.000277722,0.000277722
204,263.433,0.31095,0.30235,0.91882,0.57383,0.51688,0.48196,0.33491,1.62789,2.77208,2.3159,0.000274973,0.000274973,0.000274973
205,264.709,0.33819,0.29977,0.95071,0.6488,0.48446,0.5042,0.34719,1.64668,2.6604,2.34728,0.000272224,0.000272224,0.000272224
206,266.013,0.35419,0.32305,0.95301,0.65771,0.55585,0.53064,0.34487,1.66994,2.59025,2.3693,0.000269475,0.000269475,0.000269475
207,267.284,0.35759,0.3237,0.94368,0.68821,0.53612,0.53949,0.34955,1.66952,2.54852,2.34251,0.000266727,0.000266727,0.000266727
208,268.558,0.34272,0.32134,0.96439,0.68251,0.54791,0.55419,0.36162,1.66888,2.46889,2.33891,0.000263978,0.000263978,0.000263978
209,269.824,0.36061,0.30022,0.96688,0.78589,0.53251,0.55621,0.35974,1.66634,2.44924,2.36003,0.000261229,0.000261229,0.000261229
210,271.091,0.35255,0.31679,0.93738,0.74799,0.53811,0.57889,0.38231,1.66438,2.44292,2.41686,0.00025848,0.00025848,0.00025848
211,272.411,0.35896,0.35221,0.94606,0.79365,0.52228,0.58138,0.38269,1.61863,2.44839,2.36946,0.000255731,0.000255731,0.000255731
212,273.706,0.29777,0.2934,0.94697,0.78014,0.52966,0.61631,0.40123,1.57827,2.3989,2.32863,0.000252982,0.000252982,0.000252982
213,274.996,0.32603,0.30884,0.92742,0.75414,0.53608,0.61292,0.38788,1.60486,2.50939,2.30888,0.000250233,0.000250233,0.000250233
214,276.277,0.34057,0.3084,0.94037,0.76684,0.56531,0.60206,0.37765,1.63101,2.52613,2.3008,0.000247484,0.000247484,0.000247484
215,277.552,0.33902,0.31978,0.93607,0.76931,0.56135,0.61201,0.37387,1.69387,2.60795,2.3232,0.000244735,0.000244735,0.000244735
216,278.819,0.33612,0.29984,0.95667,0.7746,0.57344,0.60318,0.35744,1.72169,2.60536,2.36256,0.000241986,0.000241986,0.000241986
217,280.087,0.34843,0.28502,0.91831,0.77197,0.57802,0.60917,0.34372,1.74509,2.56049,2.41515,0.000239238,0.000239238,0.000239238
218,281.357,0.30399,0.2791,0.92338,0.74057,0.54337,0.58719,0.33546,1.73633,2.57986,2.3541,0.000236489,0.000236489,0.000236489
219,282.596,0.32307,0.28779,0.92103,0.67603,0.5308,0.55758,0.32178,1.69444,2.6435,2.27725,0.00023374,0.00023374,0.00023374
220,283.864,0.33625,0.30146,0.93121,0.7174,0.52587,0.55427,0.33477,1.70675,2.71558,2.26904,0.000230991,0.000230991,0.000230991
221,285.148,0.33771,0.30793,0.95635,0.71111,0.53537,0.5757,0.34127,1.69517,2.59368,2.26613,0.000228242,0.000228242,0.000228242
222,286.389,0.32696,0.28411,0.92756,0.74498,0.51451,0.57133,0.33365,1.70305,2.53056,2.28278,0.000225493,0.000225493,0.000225493
223,287.653,0.3779,0.34304,0.94943,0.68195,0.53776,0.56124,0.3403,1.64988,2.47137,2.23588,0.000222744,0.000222744,0.000222744
224,288.946,0.34912,0.3011,0.93091,0.66526,0.54708,0.5605,0.33375,1.63694,2.4376,2.23782,0.000219995,0.000219995,0.000219995
225,290.19,0.32171,0.28106,0.90835,0.62733,0.55905,0.56562,0.3468,1.64969,2.52032,2.22198,0.000217246,0.000217246,0.000217246
226,291.495,0.31239,0.27721,0.90894,0.60599,0.52613,0.54338,0.34693,1.64432,2.59632,2.22745,0.000214497,0.000214497,0.000214497
227,292.756,0.31681,0.29488,0.91473,0.64148,0.51631,0.54056,0.35025,1.63785,2.63517,2.2172,0.000211749,0.000211749,0.000211749
228,293.993,0.31727,0.30971,0.93684,0.64355,0.53551,0.56156,0.35905,1.6202,2.61562,2.20816,0.000209,0.000209,0.000209
229,295.296,0.30241,0.27602,0.91847,0.62259,0.54132,0.56575,0.36232,1.60221,2.61042,2.20662,0.000206251,0.000206251,0.000206251
230,296.543,0.33403,0.29447,0.92314,0.61677,0.5901,0.57375,0.36998,1.59039,2.65809,2.19524,0.000203502,0.000203502,0.000203502
231,297.781,0.27731,0.26082,0.90859,0.67503,0.52044,0.58762,0.38433,1.57107,2.63353,2.17589,0.000200753,0.000200753,0.000200753
232,299.075,0.30324,0.26772,0.91917,0.48514,0.53134,0.5698,0.36724,1.59028,2.63168,2.1834,0.000198004,0.000198004,0.000198004
233,300.317,0.28186,0.25626,0.89341,0.55809,0.56463,0.57289,0.36813,1.60653,2.61915,2.17225,0.000195255,0.000195255,0.000195255
234,301.603,0.31526,0.26401,0.92534,0.57558,0.57254,0.57528,0.36858,1.60172,2.60536,2.16173,0.000192506,0.000192506,0.000192506
235,302.874,0.30641,0.25253,0.91003,0.50471,0.54072,0.58705,0.3557,1.55719,2.48873,2.148,0.000189757,0.000189757,0.000189757
236,304.109,0.30083,0.29641,0.94609,0.54582,0.58873,0.61052,0.36755,1.58055,2.44529,2.17592,0.000187008,0.000187008,0.000187008
237,305.382,0.27245,0.22999,0.89539,0.74146,0.52137,0.59723,0.35381,1.57919,2.42149,2.17279,0.00018426,0.00018426,0.00018426
238,306.66,0.28834,0.26358,0.91217,0.77994,0.51882,0.60139,0.34644,1.57978,2.37526,2.17493,0.000181511,0.000181511,0.000181511
239,307.895,0.25445,0.24456,0.90571,0.79506,0.51205,0.60234,0.35876,1.58117,2.37791,2.17309,0.000178762,0.000178762,0.000178762
240,309.191,0.28767,0.2584,0.91199,0.81134,0.51407,0.61307,0.36529,1.60717,2.34466,2.20335,0.000176013,0.000176013,0.000176013
241,310.431,0.30404,0.26687,0.92677,0.8321,0.497,0.60516,0.36531,1.63194,2.38524,2.22044,0.000173264,0.000173264,0.000173264
242,311.672,0.31445,0.27576,0.9176,0.85642,0.49852,0.61432,0.3754,1.60842,2.33533,2.21159,0.000170515,0.000170515,0.000170515
243,312.971,0.32082,0.2728,0.93066,0.87637,0.54524,0.62569,0.3908,1.56415,2.33314,2.19619,0.000167766,0.000167766,0.000167766
244,314.217,0.28379,0.26481,0.92252,0.8326,0.54163,0.61954,0.38764,1.5367,2.32815,2.1664,0.000165017,0.000165017,0.000165017
245,315.474,0.29982,0.2854,0.91812,0.81882,0.51072,0.59419,0.38027,1.55622,2.33986,2.196,0.000162268,0.000162268,0.000162268
246,316.793,0.26981,0.24536,0.91206,0.78506,0.49034,0.58607,0.37366,1.56786,2.38412,2.208,0.00015952,0.00015952,0.00015952
247,318.032,0.28899,0.25503,0.94657,0.77534,0.4738,0.58102,0.37556,1.57706,2.44985,2.19828,0.000156771,0.000156771,0.000156771
248,319.3,0.29028,0.25389,0.88766,0.62491,0.59455,0.59246,0.38215,1.56849,2.42777,2.19377,0.000154022,0.000154022,0.000154022
249,320.578,0.2637,0.22778,0.91044,0.60737,0.59138,0.58152,0.38918,1.54552,2.44712,2.15996,0.000151273,0.000151273,0.000151273
250,321.835,0.27384,0.24754,0.90842,0.74889,0.50986,0.58372,0.38889,1.52395,2.45432,2.16061,0.000148524,0.000148524,0.000148524
251,323.079,0.26606,0.24455,0.89915,0.74893,0.5223,0.58189,0.38232,1.51919,2.42812,2.15761,0.000145775,0.000145775,0.000145775
252,324.352,0.27823,0.26409,0.91245,0.76755,0.53203,0.5855,0.38054,1.56955,2.44673,2.18457,0.000143026,0.000143026,0.000143026
253,325.599,0.2634,0.23586,0.91097,0.751,0.52885,0.58268,0.37488,1.57869,2.44321,2.19244,0.000140277,0.000140277,0.000140277
254,326.865,0.30882,0.25503,0.91793,0.64606,0.5766,0.57406,0.372,1.56251,2.46265,2.1701,0.000137528,0.000137528,0.000137528
255,328.146,0.30907,0.29987,0.95153,0.65138,0.56225,0.56313,0.36646,1.55283,2.47222,2.13851,0.000134779,0.000134779,0.000134779
256,329.395,0.25453,0.23401,0.90019,0.6866,0.56617,0.57424,0.37572,1.54058,2.43603,2.1238,0.000132031,0.000132031,0.000132031
257,330.692,0.262,0.24105,0.9202,0.68554,0.55782,0.57436,0.36924,1.53022,2.41272,2.11534,0.000129282,0.000129282,0.000129282
258,331.961,0.26698,0.246,0.91834,0.68954,0.57918,0.58552,0.36544,1.5279,2.3817,2.11502,0.000126533,0.000126533,0.000126533
259,333.187,0.25757,0.23548,0.8992,0.73264,0.50597,0.58078,0.35867,1.52502,2.39299,2.11556,0.000123784,0.000123784,0.000123784
260,334.456,0.25763,0.25084,0.91591,0.73207,0.50486,0.5848,0.35856,1.54769,2.45565,2.14254,0.000121035,0.000121035,0.000121035
261,335.72,0.23075,0.20055,0.90203,0.71888,0.57128,0.59717,0.36656,1.5375,2.45865,2.14329,0.000118286,0.000118286,0.000118286
262,336.963,0.25643,0.24476,0.90754,0.72401,0.56601,0.59646,0.37946,1.55049,2.44848,2.16092,0.000115537,0.000115537,0.000115537
263,338.271,0.26476,0.23658,0.89846,0.70562,0.57409,0.59014,0.37162,1.57407,2.4267,2.19715,0.000112788,0.000112788,0.000112788
264,339.509,0.24501,0.25237,0.9062,0.70951,0.5751,0.59135,0.37242,1.57911,2.41437,2.19684,0.000110039,0.000110039,0.000110039
265,340.745,0.26251,0.24627,0.90355,0.68204,0.58071,0.58995,0.37102,1.59463,2.411,2.20487,0.00010729,0.00010729,0.00010729
266,342.024,0.23318,0.22038,0.8967,0.68972,0.57621,0.58748,0.37127,1.57213,2.37813,2.19467,0.000104542,0.000104542,0.000104542
267,343.264,0.26449,0.23267,0.91895,0.74664,0.53225,0.59533,0.37347,1.56059,2.31515,2.1879,0.000101793,0.000101793,0.000101793
268,344.522,0.24966,0.24667,0.9065,0.78115,0.53869,0.6042,0.37604,1.5643,2.3034,2.18835,9.90437e-05,9.90437e-05,9.90437e-05
269,345.815,0.24875,0.25197,0.88442,0.77252,0.54586,0.60023,0.37724,1.54267,2.30264,2.14083,9.62948e-05,9.62948e-05,9.62948e-05
270,347.056,0.29605,0.27154,0.92619,0.73181,0.57888,0.60044,0.37755,1.51164,2.33635,2.10449,9.35459e-05,9.35459e-05,9.35459e-05
271,348.322,0.31771,0.31281,0.94457,0.75615,0.56305,0.59321,0.38044,1.50876,2.40542,2.0931,9.0797e-05,9.0797e-05,9.0797e-05
272,349.602,0.23674,0.27376,0.88741,0.74938,0.55856,0.59721,0.38141,1.51094,2.43717,2.08639,8.80481e-05,8.80481e-05,8.80481e-05
273,350.844,0.23129,0.23118,0.89806,0.72763,0.55601,0.5948,0.3772,1.51029,2.44205,2.08515,8.52992e-05,8.52992e-05,8.52992e-05
274,352.1,0.23591,0.23712,0.8999,0.71344,0.55977,0.59905,0.38548,1.50901,2.45351,2.08949,8.25503e-05,8.25503e-05,8.25503e-05
275,353.372,0.26,0.24365,0.91046,0.68743,0.56185,0.58458,0.3803,1.53571,2.48767,2.10778,7.98014e-05,7.98014e-05,7.98014e-05
276,354.595,0.26204,0.23319,0.91442,0.71801,0.5174,0.58203,0.38382,1.56051,2.52172,2.12063,7.70525e-05,7.70525e-05,7.70525e-05
277,355.854,0.25063,0.2537,0.9066,0.71959,0.51692,0.58719,0.38104,1.563,2.52957,2.10791,7.43036e-05,7.43036e-05,7.43036e-05
278,357.107,0.25204,0.22475,0.89367,0.75862,0.51667,0.60004,0.38373,1.56309,2.50174,2.10283,7.15547e-05,7.15547e-05,7.15547e-05
279,358.364,0.25084,0.22882,0.90357,0.76359,0.51887,0.60298,0.38218,1.55433,2.47694,2.08355,6.88058e-05,6.88058e-05,6.88058e-05
280,359.777,0.2467,0.21212,0.88013,0.76632,0.5179,0.60948,0.38178,1.55927,2.45868,2.08137,6.60569e-05,6.60569e-05,6.60569e-05
281,361.171,0.26258,0.22607,0.90348,0.76814,0.51835,0.61288,0.39441,1.55434,2.41462,2.07337,6.3308e-05,6.3308e-05,6.3308e-05
282,362.489,0.22136,0.21326,0.88075,0.77784,0.51848,0.61029,0.39016,1.55164,2.40499,2.07438,6.05591e-05,6.05591e-05,6.05591e-05
283,363.949,0.25227,0.23079,0.90099,0.76567,0.51857,0.60492,0.39068,1.55162,2.42136,2.08092,5.78102e-05,5.78102e-05,5.78102e-05
284,365.349,0.24873,0.2225,0.88458,0.76759,0.51653,0.61504,0.38716,1.55796,2.42452,2.08902,5.50613e-05,5.50613e-05,5.50613e-05
285,366.745,0.25616,0.23372,0.89393,0.77477,0.51319,0.6132,0.3781,1.56167,2.41346,2.09853,5.23124e-05,5.23124e-05,5.23124e-05
286,368.019,0.21506,0.21497,0.88705,0.76891,0.51216,0.6134,0.37919,1.56015,2.40019,2.09673,4.95635e-05,4.95635e-05,4.95635e-05
287,369.335,0.25737,0.25024,0.92162,0.76235,0.51273,0.60942,0.37914,1.55838,2.40189,2.09307,4.68146e-05,4.68146e-05,4.68146e-05
288,370.712,0.22472,0.21887,0.8814,0.77679,0.5128,0.60865,0.37398,1.56743,2.41357,2.10193,4.40657e-05,4.40657e-05,4.40657e-05
289,371.995,0.24756,0.22354,0.90824,0.78102,0.51333,0.61207,0.37655,1.56136,2.42417,2.10067,4.13168e-05,4.13168e-05,4.13168e-05
290,373.301,0.24368,0.21587,0.90492,0.70626,0.55033,0.61179,0.3802,1.55954,2.42178,2.09959,3.85679e-05,3.85679e-05,3.85679e-05
291,385.938,0.22936,0.25159,0.85308,0.75043,0.52045,0.60185,0.37084,1.55733,2.40715,2.11355,3.5819e-05,3.5819e-05,3.5819e-05
292,387.393,0.32949,0.33972,0.94585,0.77029,0.50524,0.58964,0.35728,1.57579,2.34059,2.15673,3.30701e-05,3.30701e-05,3.30701e-05
293,388.849,0.23204,0.22695,0.86044,0.73175,0.51863,0.588,0.35963,1.56396,2.31917,2.14267,3.03212e-05,3.03212e-05,3.03212e-05
294,390.228,0.20512,0.2127,0.84112,0.71586,0.52186,0.58845,0.35781,1.56068,2.28666,2.15104,2.75723e-05,2.75723e-05,2.75723e-05
295,391.576,0.20067,0.19666,0.85461,0.71278,0.52066,0.59318,0.35371,1.56085,2.25933,2.17508,2.48234e-05,2.48234e-05,2.48234e-05
296,393.01,0.18558,0.18363,0.81179,0.76671,0.47209,0.59306,0.34929,1.56049,2.23909,2.18723,2.20745e-05,2.20745e-05,2.20745e-05
297,394.34,0.20441,0.18062,0.86054,0.68109,0.52718,0.56351,0.33989,1.56283,2.22261,2.19642,1.93256e-05,1.93256e-05,1.93256e-05
298,395.693,0.18905,0.19138,0.83386,0.6912,0.52235,0.5812,0.34681,1.5651,2.19255,2.20534,1.65767e-05,1.65767e-05,1.65767e-05
299,397.02,0.19584,0.17478,0.85252,0.70981,0.51658,0.58216,0.34792,1.56952,2.16975,2.22382,1.38278e-05,1.38278e-05,1.38278e-05
300,398.284,0.18506,0.18467,0.82639,0.73716,0.50276,0.57987,0.35023,1.56965,2.15977,2.22949,1.10789e-05,1.10789e-05,1.10789e-05
